pilotId,portCode,portName,pilotName,pilotCode,pilotType,pilotClass,certificationLevel,experienceYears,maxVesselGT,maxVesselLOA,nightOperations,adverseWeather,canTrain,licenseIssueDate,licenseExpiryDate,status,languages,certifications,certificationsCount
1726,ESALG,Port of Algeciras,Antonio Pérez,ESALG-DS-2019-1726,Deep Sea,Senior,Unlimited,16,Unlimited,Unlimited,TRUE,TRUE,TRUE,2019-10-18,2029-12-22,Active,"English, Spanish",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; Naval Vessels; Emergency Response; Chemical Tanker Handling; Dangerous Goods Vessels,12
1727,ESALG,Port of Algeciras,Manuel Hernández,ESALG-HP-2024-1727,Harbor,Class I,Class A,17,150000,366,TRUE,TRUE,TRUE,2024-06-08,2027-06-14,Active,"English, Spanish",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft; Passenger Vessel; Night Operations - All Vessels; LPG Carrier Operations; STS Transfer Operations,11
1728,ESALG,Port of Algeciras,Miguel García,ESALG-RP-1993-1728,River,Senior,Master Pilot,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,1993-11-18,2028-12-05,Active,"English, Spanish",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; Restricted Visibility Operations; Heavy Weather Operations; Night Operations - All Vessels; Container Vessel (ULCV),11
1729,ESALG,Port of Algeciras,Francisco García,ESALG-DS-2020-1729,Deep Sea,Senior,Class A,21,150000,366,TRUE,TRUE,TRUE,2020-05-18,2026-04-21,Active,"English, Spanish",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; LNG Carrier Operations; Restricted Visibility Operations; Ice Navigation; Offshore Support Vessels,11
1730,GRPIR,Port of Piraeus,Panagiotis Nikolaou,GRPIR-DS-2016-1730,Deep Sea,Senior,Master Pilot,29,Unlimited,Unlimited,TRUE,TRUE,TRUE,2016-07-02,2028-12-01,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Cruise Ship Operations; Car Carrier/RoRo; Passenger Vessel; Night Operations - All Vessels,11
1731,GRPIR,Port of Piraeus,Yannis Konstantinou,GRPIR-RP-2007-1731,River,Senior,Master Pilot,24,Unlimited,Unlimited,TRUE,TRUE,TRUE,2007-07-26,2028-08-17,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; Ice Navigation; LPG Carrier Operations; Car Carrier/RoRo; Medical First Aid,10
1732,GRPIR,Port of Piraeus,Michalis Dimitriou,GRPIR-RP-2009-1732,River,Senior,Unlimited,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,2009-07-22,2025-02-26,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; Naval Vessels; Emergency Response; Ice Navigation; Global Maritime Distress Safety System (GMDSS),10
1733,GRPIR,Port of Piraeus,Panagiotis Papas,GRPIR-DS-1992-1733,Deep Sea,Class II,Class B,12,75000,300,TRUE,FALSE,FALSE,1992-05-11,2027-06-22,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; STS Transfer Operations; Chemical Tanker Handling; Bulk Carrier (Capesize); STCW Certificate,10
1734,GRPIR,Port of Piraeus,Panagiotis Nikolaou,GRPIR-HP-2010-1734,Harbor,Class III,Class C,6,40000,250,TRUE,FALSE,FALSE,2010-05-17,2030-07-21,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; Restricted Visibility Operations; High-Speed Craft; Passenger Vessel; Medical First Aid,10
1735,GRPIR,Port of Piraeus,Panagiotis Georgiou,GRPIR-CP-2024-1735,Canal,Senior,Master Pilot,34,Unlimited,Unlimited,TRUE,TRUE,TRUE,2024-03-11,2030-11-23,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; Chemical Tanker Handling; Heavy Weather Operations; Tug and Tow Operations; LNG Carrier Operations,11
1736,GRPIR,Port of Piraeus,Nikos Konstantinou,GRPIR-HP-1998-1736,Harbor,Class II,Class B,7,75000,300,TRUE,FALSE,FALSE,1998-10-11,2029-05-10,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; LNG Carrier Operations; STCW Certificate; Medical First Aid; Bridge Resource Management (BRM),8
1737,GRPIR,Port of Piraeus,Kostas Georgiou,GRPIR-HP-1998-1737,Harbor,Senior,Unlimited,29,Unlimited,Unlimited,TRUE,TRUE,TRUE,1998-06-01,2029-10-15,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Passenger Vessel; Dangerous Goods Vessels; Crisis Management; Electronic Chart Display (ECDIS),9
1738,GRPIR,Port of Piraeus,Nikos Konstantinou,GRPIR-CP-2006-1738,Canal,Class III,Class D,3,20000,200,FALSE,FALSE,FALSE,2006-11-16,2026-03-08,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; VLCC/ULCC Handling,5
1739,GRPIR,Port of Piraeus,Nikos Konstantinou,GRPIR-CP-2020-1739,Canal,Trainee,Provisional,2,10000,150,FALSE,FALSE,FALSE,2020-06-10,2027-05-03,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations,4
1740,GRPIR,Port of Piraeus,Dimitris Nikolaou,GRPIR-RP-2012-1740,River,Senior,Class A,32,150000,366,TRUE,TRUE,TRUE,2012-05-03,2026-12-25,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; Restricted Visibility Operations; Passenger Vessel; Automatic Radar Plotting Aid (ARPA); Medical First Aid,9
1741,GRPIR,Port of Piraeus,Nikos Papadopoulos,GRPIR-RP-2008-1741,River,Junior,Class C,3,40000,250,TRUE,FALSE,FALSE,2008-01-22,2025-05-16,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft; Bulk Carrier (Capesize),5
1742,GRPIR,Port of Piraeus,Dimitris Georgiou,GRPIR-CP-2021-1742,Canal,Class I,Class A,17,150000,366,TRUE,TRUE,TRUE,2021-06-08,2026-02-15,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; LPG Carrier Operations; Heavy Weather Operations; Naval Vessels; STCW Certificate,10
1743,GRPIR,Port of Piraeus,Michalis Nikolaou,GRPIR-DS-1995-1743,Deep Sea,Senior,Master Pilot,22,Unlimited,Unlimited,TRUE,TRUE,TRUE,1995-09-13,2028-09-12,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; Passenger Vessel; Chemical Tanker Handling; Restricted Visibility Operations; Container Vessel (ULCV),12
1744,GRPIR,Port of Piraeus,Yannis Papas,GRPIR-HP-1996-1744,Harbor,Senior,Master Pilot,15,Unlimited,Unlimited,TRUE,TRUE,TRUE,1996-08-15,2025-06-02,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; Chemical Tanker Handling; High-Speed Craft; Emergency Response; LNG Carrier Operations,11
1745,GRPIR,Port of Piraeus,Dimitris Papadopoulos,GRPIR-HP-2023-1745,Harbor,Class II,Class B,6,75000,300,TRUE,FALSE,FALSE,2023-09-06,2029-07-25,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; High-Speed Craft; Car Carrier/RoRo; Dangerous Goods Vessels; Global Maritime Distress Safety System (GMDSS),10
1746,GRPIR,Port of Piraeus,Panagiotis Papas,GRPIR-RP-1996-1746,River,Senior,Unlimited,25,Unlimited,Unlimited,TRUE,TRUE,TRUE,1996-07-06,2029-03-27,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; Ice Navigation; Tug and Tow Operations; LPG Carrier Operations; Offshore Support Vessels,11
1747,GRPIR,Port of Piraeus,Dimitris Papas,GRPIR-CP-2019-1747,Canal,Senior,Master Pilot,26,Unlimited,Unlimited,TRUE,TRUE,TRUE,2019-07-11,2030-10-28,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Tug and Tow Operations; Car Carrier/RoRo; Naval Vessels; Ice Navigation,11
1748,GRPIR,Port of Piraeus,Kostas Konstantinou,GRPIR-HP-1993-1748,Harbor,Class III,Class B,4,75000,300,TRUE,FALSE,FALSE,1993-07-13,2027-08-13,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; STS Transfer Operations; Bulk Carrier (Capesize),6
1749,GRPIR,Port of Piraeus,Michalis Papas,GRPIR-DS-1993-1749,Deep Sea,Class II,Class B,8,75000,300,TRUE,FALSE,FALSE,1993-02-08,2030-07-20,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; Naval Vessels; LPG Carrier Operations; LNG Carrier Operations; Automatic Radar Plotting Aid (ARPA),10
1750,GRPIR,Port of Piraeus,Panagiotis Papadopoulos,GRPIR-CP-2011-1750,Canal,Trainee,Provisional,0,10000,150,FALSE,FALSE,FALSE,2011-05-13,2030-08-12,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; Car Carrier/RoRo,5
1751,GRPIR,Port of Piraeus,Yannis Papadopoulos,GRPIR-RP-2009-1751,River,Senior,Master Pilot,32,Unlimited,Unlimited,TRUE,TRUE,TRUE,2009-09-21,2026-11-10,Active,"English, Greek",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Chemical Tanker Handling; Dangerous Goods Vessels; Passenger Vessel; Medical First Aid,10
1752,MATNG,Tanger Med Port,Mohammed El-Fassi,MATNG-DS-1994-1752,Deep Sea,Senior,Master Pilot,35,Unlimited,Unlimited,TRUE,TRUE,TRUE,1994-07-11,2030-10-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Container Vessel (ULCV); STS Transfer Operations; Cruise Ship Operations; Tug and Tow Operations,12
1753,MATNG,Tanger Med Port,Sipho Botha,MATNG-RP-2000-1753,River,Junior,Class D,3,20000,200,FALSE,FALSE,FALSE,2000-01-19,2029-08-20,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels,4
1754,MATNG,Tanger Med Port,Johan Ndlovu,MATNG-CP-2003-1754,Canal,Class I,Class A,12,150000,366,TRUE,TRUE,TRUE,2003-08-17,2028-08-15,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Ice Navigation; VLCC/ULCC Handling; Bulk Carrier (Capesize); Emergency Response,12
1755,MATNG,Tanger Med Port,Mohammed Nkosi,MATNG-HP-1993-1755,Harbor,Class II,Class A,5,150000,366,TRUE,TRUE,FALSE,1993-03-24,2025-03-25,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Heavy Weather Operations; High-Speed Craft,5
1756,MATNG,Tanger Med Port,Ibrahim Okonkwo,MATNG-DS-1991-1756,Deep Sea,Class III,Class C,4,40000,250,TRUE,FALSE,FALSE,1991-02-26,2028-09-16,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); LPG Carrier Operations; Ice Navigation,6
1757,MATNG,Tanger Med Port,Pieter El-Fassi,MATNG-HP-2000-1757,Harbor,Class I,Unlimited,8,Unlimited,Unlimited,TRUE,TRUE,TRUE,2000-10-10,2030-07-12,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Container Vessel (ULCV); High-Speed Craft; Ice Navigation; Bulk Carrier (Capesize),11
1758,MATNG,Tanger Med Port,David Botha,MATNG-HP-2017-1758,Harbor,Senior,Master Pilot,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,2017-01-21,2026-08-03,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; VLCC/ULCC Handling; Naval Vessels; LNG Carrier Operations; Container Vessel (ULCV),12
1759,MATNG,Tanger Med Port,Youssef Nkosi,MATNG-CP-2005-1759,Canal,Class I,Class A,8,150000,366,TRUE,TRUE,TRUE,2005-03-18,2025-01-20,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; Chemical Tanker Handling; Car Carrier/RoRo; Dangerous Goods Vessels; Human Factors Training,10
1760,MATNG,Tanger Med Port,Youssef Botha,MATNG-DS-2003-1760,Deep Sea,Class I,Unlimited,15,Unlimited,Unlimited,TRUE,TRUE,TRUE,2003-07-16,2030-01-07,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Cruise Ship Operations; Night Operations - All Vessels; Offshore Support Vessels; Tug and Tow Operations,12
1761,MATNG,Tanger Med Port,Sipho Van der Merwe,MATNG-CP-2021-1761,Canal,Class II,Class B,10,75000,300,TRUE,FALSE,FALSE,2021-11-09,2029-07-14,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; LNG Carrier Operations; Dangerous Goods Vessels; Passenger Vessel; Global Maritime Distress Safety System (GMDSS),10
1762,MATNG,Tanger Med Port,Pieter Benali,MATNG-HP-2023-1762,Harbor,Class I,Unlimited,10,Unlimited,Unlimited,TRUE,TRUE,TRUE,2023-06-08,2028-09-09,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; Offshore Support Vessels; Cruise Ship Operations; Night Operations - All Vessels; High-Speed Craft,12
1763,MATNG,Tanger Med Port,Ibrahim Dlamini,MATNG-RP-2003-1763,River,Junior,Class C,2,40000,250,TRUE,FALSE,FALSE,2003-06-20,2030-05-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft,4
1764,MATNG,Tanger Med Port,Samuel Van der Merwe,MATNG-DS-1996-1764,Deep Sea,Class II,Class C,9,40000,250,TRUE,FALSE,FALSE,1996-08-07,2025-08-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); Dangerous Goods Vessels; Manned Model Training; Medical First Aid; STCW Certificate,8
1765,MATNG,Tanger Med Port,Sipho Benali,MATNG-CP-2007-1765,Canal,Senior,Class A,26,150000,366,TRUE,TRUE,TRUE,2007-01-10,2030-04-15,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Bulk Carrier (Capesize); Naval Vessels; Automatic Radar Plotting Aid (ARPA); Environmental Compliance,9
1766,MATNG,Tanger Med Port,Ahmed Dlamini,MATNG-RP-2016-1766,River,Class III,Class D,5,20000,200,FALSE,FALSE,FALSE,2016-05-19,2029-05-02,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; Passenger Vessel; Tug and Tow Operations; STS Transfer Operations,7
1767,MATNG,Tanger Med Port,Pieter Benali,MATNG-HP-2000-1767,Harbor,Senior,Class A,11,150000,366,TRUE,TRUE,TRUE,2000-05-01,2025-01-03,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; Tug and Tow Operations; Dangerous Goods Vessels; Container Vessel (ULCV); Port State Control Procedures,10
1768,MATNG,Tanger Med Port,Johan Van der Merwe,MATNG-DS-2021-1768,Deep Sea,Class III,Class C,6,40000,250,TRUE,FALSE,FALSE,2021-09-02,2028-10-06,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; High-Speed Craft; Emergency Response; Cruise Ship Operations; Global Maritime Distress Safety System (GMDSS),10
1769,MATNG,Tanger Med Port,Sipho El-Fassi,MATNG-DS-2016-1769,Deep Sea,Class I,Unlimited,20,Unlimited,Unlimited,TRUE,TRUE,TRUE,2016-07-22,2028-06-08,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; LNG Carrier Operations; Emergency Response; Dangerous Goods Vessels; LPG Carrier Operations,11
1770,MATNG,Tanger Med Port,Samuel El-Fassi,MATNG-CP-2017-1770,Canal,Class II,Class C,10,40000,250,TRUE,FALSE,FALSE,2017-04-15,2025-02-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); STS Transfer Operations; Global Maritime Distress Safety System (GMDSS); Automatic Radar Plotting Aid (ARPA); STCW Certificate,8
1771,MATNG,Tanger Med Port,Ahmed Okonkwo,MATNG-DS-2021-1771,Deep Sea,Senior,Master Pilot,25,Unlimited,Unlimited,TRUE,TRUE,TRUE,2021-10-21,2025-07-05,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Cruise Ship Operations; Offshore Support Vessels; Ship Handling Simulator Training; Environmental Compliance,9
1772,MATNG,Tanger Med Port,Mohammed Okonkwo,MATNG-HP-1994-1772,Harbor,Junior,Class D,2,20000,200,FALSE,FALSE,FALSE,1994-05-09,2029-11-14,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations,4
1773,MATNG,Tanger Med Port,Youssef Botha,MATNG-DS-2010-1773,Deep Sea,Senior,Class A,20,150000,366,TRUE,TRUE,TRUE,2010-04-23,2028-06-25,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; Cruise Ship Operations; VLCC/ULCC Handling; Medical First Aid; Manned Model Training,9
1774,MATNG,Tanger Med Port,Pieter Van der Merwe,MATNG-CP-2000-1774,Canal,Class I,Unlimited,14,Unlimited,Unlimited,TRUE,TRUE,TRUE,2000-01-22,2026-05-09,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; LPG Carrier Operations; Passenger Vessel; Cruise Ship Operations; STCW Certificate,10
1775,MATNG,Tanger Med Port,Thabo Nkosi,MATNG-RP-2023-1775,River,Class III,Class D,5,20000,200,FALSE,FALSE,FALSE,2023-11-14,2025-07-10,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; LNG Carrier Operations,5
1776,MATNG,Tanger Med Port,Youssef Benali,MATNG-DS-2023-1776,Deep Sea,Class II,Class C,9,40000,250,TRUE,FALSE,FALSE,2023-06-26,2029-12-10,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; Restricted Visibility Operations; Environmental Compliance; Bridge Resource Management (BRM); Port State Control Procedures,8
1777,MATNG,Tanger Med Port,Pieter Ndlovu,MATNG-CP-2010-1777,Canal,Class I,Class B,14,75000,300,TRUE,FALSE,TRUE,2010-11-13,2028-04-01,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; Dangerous Goods Vessels; High-Speed Craft; Heavy Weather Operations; Port State Control Procedures,10
1778,MATNG,Tanger Med Port,Pieter Nkosi,MATNG-CP-2012-1778,Canal,Class I,Unlimited,20,Unlimited,Unlimited,TRUE,TRUE,TRUE,2012-05-02,2029-09-25,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Emergency Response; Offshore Support Vessels; Passenger Vessel; LPG Carrier Operations,12
1779,MATNG,Tanger Med Port,Samuel El-Fassi,MATNG-RP-2017-1779,River,Class II,Class A,8,150000,366,TRUE,TRUE,FALSE,2017-11-27,2026-06-02,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; LNG Carrier Operations; Naval Vessels; Electronic Chart Display (ECDIS); Manned Model Training,9
1780,MATNG,Tanger Med Port,Pieter Benali,MATNG-HP-2016-1780,Harbor,Class II,Class A,9,150000,366,TRUE,TRUE,FALSE,2016-10-16,2030-06-22,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; STS Transfer Operations; Bulk Carrier (Capesize); LPG Carrier Operations; Environmental Compliance,10
1781,MATNG,Tanger Med Port,David Nkosi,MATNG-HP-2020-1781,Harbor,Class II,Class C,4,40000,250,TRUE,FALSE,FALSE,2020-10-11,2030-10-02,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; Tug and Tow Operations,5
1782,MATNG,Tanger Med Port,Youssef Ndlovu,MATNG-DS-1998-1782,Deep Sea,Senior,Master Pilot,33,Unlimited,Unlimited,TRUE,TRUE,TRUE,1998-07-20,2026-01-20,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; Restricted Visibility Operations; High-Speed Craft; VLCC/ULCC Handling; Medical First Aid,10
1783,MATNG,Tanger Med Port,Mohammed Ndlovu,MATNG-HP-2010-1783,Harbor,Senior,Class A,12,150000,366,TRUE,TRUE,TRUE,2010-10-24,2028-01-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Container Vessel (ULCV); Emergency Response; Cruise Ship Operations; STS Transfer Operations,12
1784,MATNG,Tanger Med Port,Johan Ndlovu,MATNG-RP-1999-1784,River,Class II,Class B,12,75000,300,TRUE,FALSE,FALSE,1999-04-15,2027-12-27,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Chemical Tanker Handling; ISPS Security Awareness; STCW Certificate; Manned Model Training,8
1785,MATNG,Tanger Med Port,Thabo Benali,MATNG-DS-1990-1785,Deep Sea,Class I,Unlimited,10,Unlimited,Unlimited,TRUE,TRUE,TRUE,1990-07-15,2026-07-12,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Restricted Visibility Operations; Offshore Support Vessels; LNG Carrier Operations; VLCC/ULCC Handling,11
1786,MATNG,Tanger Med Port,Ibrahim El-Fassi,MATNG-RP-2017-1786,River,Senior,Class A,28,150000,366,TRUE,TRUE,TRUE,2017-01-24,2028-07-05,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Bulk Carrier (Capesize); Dangerous Goods Vessels; Environmental Compliance; Global Maritime Distress Safety System (GMDSS),9
1787,MATNG,Tanger Med Port,Ibrahim Van der Merwe,MATNG-CP-1998-1787,Canal,Class I,Master Pilot,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,1998-11-15,2030-12-19,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; Tug and Tow Operations; Car Carrier/RoRo; Container Vessel (ULCV); Naval Vessels,11
1788,MATNG,Tanger Med Port,Mohammed Nkosi,MATNG-DS-2020-1788,Deep Sea,Senior,Class A,17,150000,366,TRUE,TRUE,TRUE,2020-10-09,2028-10-02,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); Night Operations - All Vessels; Restricted Visibility Operations; Environmental Compliance; Medical First Aid,9
1789,MATNG,Tanger Med Port,David Benali,MATNG-DS-2009-1789,Deep Sea,Class I,Class A,11,150000,366,TRUE,TRUE,TRUE,2009-10-12,2030-09-03,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; LNG Carrier Operations; STS Transfer Operations; Restricted Visibility Operations; ISPS Security Awareness,10
1790,MATNG,Tanger Med Port,Samuel Dlamini,MATNG-CP-2004-1790,Canal,Senior,Class A,28,150000,366,TRUE,TRUE,TRUE,2004-03-20,2028-12-10,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; VLCC/ULCC Handling; Container Vessel (ULCV); Chemical Tanker Handling; Cruise Ship Operations,12
1791,MATNG,Tanger Med Port,Johan Okonkwo,MATNG-CP-2013-1791,Canal,Senior,Unlimited,19,Unlimited,Unlimited,TRUE,TRUE,TRUE,2013-04-25,2027-06-08,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Heavy Weather Operations; VLCC/ULCC Handling; Tug and Tow Operations; Naval Vessels,12
1792,MATNG,Tanger Med Port,Ibrahim Nkosi,MATNG-RP-2022-1792,River,Senior,Unlimited,32,Unlimited,Unlimited,TRUE,TRUE,TRUE,2022-07-06,2025-03-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; Ice Navigation; Container Vessel (ULCV); Emergency Response; Car Carrier/RoRo,11
1793,MATNG,Tanger Med Port,Ibrahim Botha,MATNG-CP-2017-1793,Canal,Class III,Class C,2,40000,250,TRUE,FALSE,FALSE,2017-02-28,2029-02-27,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Tug and Tow Operations; Heavy Weather Operations; Chemical Tanker Handling,7
1794,MATNG,Tanger Med Port,Sipho Ndlovu,MATNG-DS-2011-1794,Deep Sea,Senior,Unlimited,31,Unlimited,Unlimited,TRUE,TRUE,TRUE,2011-03-12,2028-03-12,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; Offshore Support Vessels; VLCC/ULCC Handling; Tug and Tow Operations; Bulk Carrier (Capesize),12
1795,ZADUR,Port of Durban,Samuel Van der Merwe,ZADUR-DS-2023-1795,Deep Sea,Trainee,Provisional,2,10000,150,FALSE,FALSE,FALSE,2023-06-05,2025-07-14,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling,4
1796,ZADUR,Port of Durban,Pieter Benali,ZADUR-HP-1992-1796,Harbor,Class II,Class A,7,150000,366,TRUE,TRUE,FALSE,1992-04-13,2030-12-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft; LNG Carrier Operations; LPG Carrier Operations; STCW Certificate; Ship Handling Simulator Training,9
1797,ZADUR,Port of Durban,Ibrahim Nkosi,ZADUR-CP-2012-1797,Canal,Class I,Unlimited,11,Unlimited,Unlimited,TRUE,TRUE,TRUE,2012-02-05,2030-06-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; Ice Navigation; Dangerous Goods Vessels; VLCC/ULCC Handling; Emergency Response,12
1798,ZADUR,Port of Durban,Sipho Dlamini,ZADUR-RP-2018-1798,River,Class III,Class D,4,20000,200,FALSE,FALSE,FALSE,2018-08-18,2026-02-13,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; Ice Navigation; VLCC/ULCC Handling; Emergency Response,7
